Floor,Zone,Encounter_Type,Is_Boss,Visual_Theme,BG_Path,BG_Prompt,BG_Size,BG_Status,Parallax_Path,Parallax_Prompt,Parallax_Status,Prop_1,Prop_2,Prop_3,Prop_Folder,Map_Preview_Path,Map_Preview_Status,Map_Populated_Path,Map_Populated_Status,Ground_Plate_Path,Ground_Plate_Prompt,Ground_Plate_Size,Ground_Plate_Status
52,Storm Peaks,Outdoors,No,Cliffnest Overlook,floors/backgrounds/floor_052.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Cliffnest Overlook, Storm Peaks zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_052_empty.png,pending,floors/previews/floor_052_populated.png,pending,floors/ground_plates/floor_052.png,"Cliffnest Overlook, Storm Peaks zone, Outdoors floor. Sheer rock face pocked with nests, wings circling constantly overhead. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
53,Storm Peaks,Cave,No,Thunderhollow,floors/backgrounds/floor_053.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Thunderhollow, Storm Peaks zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_053_empty.png,pending,floors/previews/floor_053_populated.png,pending,floors/ground_plates/floor_053.png,"Thunderhollow, Storm Peaks zone, Cave floor. A cave carved by centuries of lightning strikes, scorch marks on every wall. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
54,Storm Peaks,Outdoors,No,Talon Ridge,floors/backgrounds/floor_054.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Talon Ridge, Storm Peaks zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_054_empty.png,pending,floors/previews/floor_054_populated.png,pending,floors/ground_plates/floor_054.png,"Talon Ridge, Storm Peaks zone, Outdoors floor. A jagged ridgeline littered with old kills and dropped feathers. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
55,Storm Peaks,Outdoors,No,The Stormcaller's Aerie,floors/backgrounds/floor_055.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, The Stormcaller's Aerie, Storm Peaks zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_055_empty.png,pending,floors/previews/floor_055_populated.png,pending,floors/ground_plates/floor_055.png,"The Stormcaller's Aerie, Storm Peaks zone, Outdoors floor. A massive nest built atop the highest visible peak, lightning crackling above it. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
56,Storm Peaks,Outdoors,No,Frostbitten Summit,floors/backgrounds/floor_056.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Frostbitten Summit, Storm Peaks zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_056_empty.png,pending,floors/previews/floor_056_populated.png,pending,floors/ground_plates/floor_056.png,"Frostbitten Summit, Storm Peaks zone, Outdoors floor. A wind-scoured peak where snow never quite melts, visibility dropping to nothing. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
57,Storm Peaks,Fishing,No,Alpine Tarn,floors/backgrounds/floor_057.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Alpine Tarn, Storm Peaks zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_057_empty.png,pending,floors/previews/floor_057_populated.png,pending,floors/ground_plates/floor_057.png,"Alpine Tarn, Storm Peaks zone, Fishing floor. A still, glacier-fed lake tucked into a hidden basin below the peaks. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
58,Storm Peaks,Cave,No,Echo Cavern,floors/backgrounds/floor_058.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Echo Cavern, Storm Peaks zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_058_empty.png,pending,floors/previews/floor_058_populated.png,pending,floors/ground_plates/floor_058.png,"Echo Cavern, Storm Peaks zone, Cave floor. A resonant cave where every sound returns tenfold, unsettling in the dark. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
59,Storm Peaks,Outdoors,No,Skybridge Crossing,floors/backgrounds/floor_059.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Skybridge Crossing, Storm Peaks zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_059_empty.png,pending,floors/previews/floor_059_populated.png,pending,floors/ground_plates/floor_059.png,"Skybridge Crossing, Storm Peaks zone, Outdoors floor. A narrow natural rock bridge spanning a deep chasm, wind howling below. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
60,Storm Peaks,Outdoors,Yes,The Roost of the First Storm,floors/backgrounds/floor_060.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, boss arena, The Roost of the First Storm, enclosed space, ominous atmosphere, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1024x1024,prompt_ready,floors/parallax/storm_peaks_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, thundercloud above jagged peaks, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,lightning-split tree,nest of feathers,broken compass,floors/props/storm_peaks/,floors/previews/floor_060_empty.png,pending,floors/previews/floor_060_populated.png,pending,floors/ground_plates/floor_060.png,"Boss arena: The Roost of the First Storm, Storm Peaks zone. A wind-torn summit shrine where the oldest and largest of the peaks' hunters nests. Zone palette: cold grey stone, frost white, storm-blue shadow, weathered slate. Open natural terrain floor. Isometric three-quarter game map view, classic RPG boss arena projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, the arena fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, the entire arena visible. In the EXACT CENTER of the frame stands a large raised platform where the boss will stand — the platform's materials and design match the zone identity, clearly elevated, imposing, unmistakably the focal point. Around the platform the arena floor is richly dressed with environmental elements and details matching the zone theme, painted directly into the scene. Dramatic cinematic lighting focused on the central platform, deep shadows at the arena edges, ominous powerful atmosphere — but the platform itself clearly lit. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, gritty realistic texture, muted natural tones with strong dramatic accents — NOT cartoon, NOT cel-shaded, NOT neon. No creatures, no characters, no UI, no text, no watermark.",2560x1440,generated
61,Sunken Bog,Fishing,No,Reedchoked Shallows,floors/backgrounds/floor_061.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Reedchoked Shallows, Sunken Bog zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_061_empty.png,pending,floors/previews/floor_061_populated.png,pending,floors/ground_plates/floor_061.png,"Reedchoked Shallows, Sunken Bog zone, Fishing floor. Murky water thick with reeds, ripples betraying movement just below. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
62,Sunken Bog,Outdoors,No,Mudflat Crossing,floors/backgrounds/floor_062.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Mudflat Crossing, Sunken Bog zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_062_empty.png,pending,floors/previews/floor_062_populated.png,pending,floors/ground_plates/floor_062.png,"Mudflat Crossing, Sunken Bog zone, Outdoors floor. A wide expanse of sucking mud, footing uncertain with every step. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
63,Sunken Bog,Cave,No,Sunken Hollow,floors/backgrounds/floor_063.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Sunken Hollow, Sunken Bog zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_063_empty.png,pending,floors/previews/floor_063_populated.png,pending,floors/ground_plates/floor_063.png,"Sunken Hollow, Sunken Bog zone, Cave floor. A half-flooded cave carved into the bog's edge, water dripping steadily from above. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
64,Sunken Bog,Fishing,No,Croaking Marsh,floors/backgrounds/floor_064.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Croaking Marsh, Sunken Bog zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_064_empty.png,pending,floors/previews/floor_064_populated.png,pending,floors/ground_plates/floor_064.png,"Croaking Marsh, Sunken Bog zone, Fishing floor. A dense marsh alive with constant croaking, impossible to pinpoint its source. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
65,Sunken Bog,Fishing,No,The Drowned Shrine,floors/backgrounds/floor_065.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, The Drowned Shrine, Sunken Bog zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_065_empty.png,pending,floors/previews/floor_065_populated.png,pending,floors/ground_plates/floor_065.png,"The Drowned Shrine, Sunken Bog zone, Fishing floor. An overgrown ruin half-submerged in bog water, guarded by something ancient and patient. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
66,Sunken Bog,Cave,No,Rootcave Grotto,floors/backgrounds/floor_066.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Rootcave Grotto, Sunken Bog zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_066_empty.png,pending,floors/previews/floor_066_populated.png,pending,floors/ground_plates/floor_066.png,"Rootcave Grotto, Sunken Bog zone, Cave floor. A cave formed beneath massive bog-tree roots, damp and close. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
67,Sunken Bog,Outdoors,No,Willow Hollow,floors/backgrounds/floor_067.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Willow Hollow, Sunken Bog zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/sunken_bog_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, murky green swamp, dead trees, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,half-submerged coffin,will-o-wisp lantern,rotting bridge,floors/props/sunken_bog/,floors/previews/floor_067_empty.png,pending,floors/previews/floor_067_populated.png,pending,floors/ground_plates/floor_067.png,"Willow Hollow, Sunken Bog zone, Outdoors floor. A cluster of weeping willows draped low over stagnant, still water. Zone palette: black peat mud, murky green-brown water, dead reeds, rotting wood. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
