ID,Line_ID,Stage,Name,Type_Primary,Type_Secondary,Type_Tertiary,Background_Key,Rarity,Floor_Found,Encounter_Type,Evolves_From,Evolves_To,Evolve_Level,Grade_Attack,Grade_Defense,Grade_Utility,Grade_Speed,Description,Image_Prompt,Image_Path,Home_Zone,Art_Status,BG_Status,Option_Slots,Sync_Status,Revision_Reason
DFMC-080,EMBERCLAW,2,Scorchscale,Reptile,Elemental,,"White (255,255,255)",Rare,36;47;59,Outdoors,DFMC-079,DFMC-081,69,8,4,3,7,An iguana-like reptile whose claws burn at killing heat.,"A powerfully built iguana-like reptile in charcoal grey, but deeply wrong: every claw glows forge-orange with visible heat-haze rising off it, the knuckles are cracked and glowing at the seams, a bright red-orange dewlap swells and vents like a bellows, a line of dorsal spines flickers with ember tips, thin smoke curls from the nostrils, and molten cracks web across the flanks. As a Reptile/Elemental creature it also shows dry pebbled scales, cold slit-pupil eyes, clawed reptilian limbs; and its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a solid flat pure white background, just the creature and nothing else. Full body in a combat-ready stance, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the center 70% of the frame with generous empty background margin on all sides — nothing even close to any edge. Painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, richly saturated vivid colors, deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-080.png,Desert Plains,approved,crop_approved,A,not_imported,
DFMC-081,EMBERCLAW,3,Emberclaw,Reptile,Elemental,,"White (255,255,255)",Rare,69;81;93,Cave,DFMC-080,,,8,4,3,7,An iguana-like reptile whose claws burn at killing heat.,"The colossal final form of a volcanic iguana-titan, standing fully UPRIGHT on two massive hind legs in a towering kaiju-like bipedal posture with a thick heavy counterbalancing tail: every scale of its hide is a slab of dark volcanic ROCK with molten LAVA oozing through the cracks between the stone scales, glowing orange fissures webbing its whole body; a HUGE flaring neck appendage — an enormous spined iguana dewlap fanned wide beneath its jaw, the membrane itself cracked rock veined with dripping lava; jagged obsidian dorsal spines running from skull to tail-tip, massive claws of white-hot molten stone, a fanged snarling maw venting ember-light. As a Reptile/Elemental creature it also shows dry pebbled scales, cold slit-pupil eyes, clawed reptilian limbs, its body made of and wreathed in raw element — molten stone and flame — with glowing elemental energy at the seams. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, the COMPLETE creature (every limb, spine, dewlap and tail) fully inside the frame, nothing cut off at any edge, seen from a three-quarter angle, NOT looking at the camera. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-081.png,Desert Plains,approved,crop_approved,A,not_imported,
DFMC-082,ZARATAN,1,Terrapin,Reptile,Construct,,"Green (0,255,0)",Uncommon,3;15;26,Fishing,,DFMC-083,32,4,9,8,1,A colossal tortoise with ruins growing from its shell.,"Generated from the Stage 2 reference image: the infant version of this creature on the same chroma green background, just the creature and nothing else. As a Reptile/Construct creature it also shows dry pebbled scales, cold slit-pupil eyes, clawed reptilian limbs; and a body assembled from inert material — stone, iron or bound components — with visible joints and seams, no organic softness.",codex/images/DFMC-082.png,Desert Plains,approved,crop_approved,A,not_imported,
DFMC-083,ZARATAN,2,Kurma,Reptile,Construct,,"Green (0,255,0)",Uncommon,36;48;59,Outdoors,DFMC-082,DFMC-084,65,4,9,8,1,A colossal tortoise with ruins growing from its shell.,"A younger mid-stage version of a colossal ruin-bearing tortoise: a large but still-growing tortoise-construct, its domed shell only beginning to sprout small crumbling stone ruins and mossy blocks, thick stony legs and an ancient weathered face — clearly a younger, less-overgrown form of the great world-tortoise. As a Reptile/Construct creature it also shows dry pebbled scales, cold slit-pupil eyes, clawed reptilian limbs, a body assembled from inert material — stone, iron or bound components — with visible joints and seams, no organic softness. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, the COMPLETE creature (every limb, shell-ruin and tail) fully inside the frame, nothing cut off at any edge, seen from a three-quarter angle, NOT looking at the camera. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-083.png,Desert Plains,pending,has_chroma,A,not_imported,
DFMC-084,ZARATAN,3,Zaratan,Reptile,Construct,,"Green (0,255,0)",Uncommon,69;82;93,Cave,DFMC-083,,,4,9,8,1,A colossal tortoise with ruins growing from its shell.,"Generated from the Stage 2 reference image: the final form evolution version of this creature on the same chroma green background, just the creature and nothing else. As a Reptile/Construct creature it also shows dry pebbled scales, cold slit-pupil eyes, clawed reptilian limbs; and a body assembled from inert material — stone, iron or bound components — with visible joints and seams, no organic softness.",codex/images/DFMC-084.png,Desert Plains,approved,bg_approved,A,not_imported,
DFMC-085,MARID,1,Jann,Elemental,Fey,,"Green (0,255,0)",Super Rare,3;18,Fishing,,DFMC-086,37,9,3,4,8,A powerful storm-djinn of swirling sand and wind.,"The infant first stage of a storm-djinn of sand and wind: a small young whirl of swirling desert sand and breeze taking a nascent humanoid-ish shape, a faint iridescent fae-glamour shimmer in the dust — small and uncanny. As a Elemental/Fey creature it also shows its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams, iridescent enchanted glamour-markings that shimmer like heat-haze, adornments of living flowers, petals or a bright hypnotic lure-light, and an uncanny too-flawless beguiling beauty built to deceive the eye. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-085.png,Desert Plains,approved,crop_approved,A,not_imported,
DFMC-086,MARID,2,Tempest,Elemental,Fey,,"Green (0,255,0)",Super Rare,36;52,Outdoors,DFMC-085,DFMC-087,69,9,3,4,8,A powerful storm-djinn of swirling sand and wind.,"A towering storm-djinn whose upper body is a muscular humanoid torso of swirling sand-gold, dissolving below the waist into a churning storm-grey whirlwind; it has four arms, eyes like forks of frozen violet lightning, jewelry of fused desert glass ringing its wrists and neck, and windblown sand streaming off its form. As a Elemental creature it also shows its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-086.png,Desert Plains,approved,bg_approved,A,not_imported,
DFMC-087,MARID,3,Marid,Elemental,Fey,,"Green (0,255,0)",Super Rare,69;85,Cave,DFMC-086,,,9,3,4,8,A powerful storm-djinn of swirling sand and wind.,"The colossal final form of a storm-djinn: a towering greater elemental of roaring sand-laden wind and storm given a regal genie-like form, crowned in swirling gale, an uncanny beguiling fae-glamour to its shape — vast and commanding, far larger and more terrifying than its prior form — a true evolution: a colossal FOUR-ARMED storm-titan, each mighty arm of compressed roaring gale, a crown of forking lightning about its brow, its lower body dissolving into a rotating sandstorm vortex. As a Elemental/Fey creature it also shows its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams, iridescent enchanted glamour-markings that shimmer like heat-haze, adornments of living flowers, petals or a bright hypnotic lure-light, and an uncanny too-flawless beguiling beauty built to deceive the eye. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything.. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies the CENTER 70% of the frame, large and prominent, with clear empty background margins on all sides — the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-087.png,Desert Plains,approved,crop_approved,A,not_imported,
DFMC-088,OUROBOROS,1,Nidhogg,Serpent,Eldritch,,"Green (0,255,0)",Super Rare,2;13;24,Cave,,DFMC-089,37,10,3,9,4,A serpent of impossible length said to encircle the whole tower.,"Generated from the Stage 2 reference image: the infant version of this creature on the same chroma green background, just the creature and nothing else. As a Serpent/Eldritch creature it also shows a long limbless coiling serpentine body, overlapping belly scales, a flicking forked tongue; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness.",codex/images/DFMC-088.png,Desert Plains,approved,bg_approved,A,not_imported,
DFMC-089,OUROBOROS,2,Jormungand,Serpent,Eldritch,,"Green (0,255,0)",Super Rare,35;46;57,Outdoors,DFMC-088,DFMC-090,69,10,3,9,4,A serpent of impossible length said to encircle the whole tower.,"A serpent of impossible scale in iridescent black-violet coils with a bright gold underbelly marked in glowing glyph-scales — deeply wrong and cosmic: its jaws grip a section of its own distant body in an ouroboros loop, the eyes are pale ringed discs like solar eclipses, a mane of dark crystalline spines fans behind the skull like a crown, every coil is visibly thicker than the last as the body recedes creating a forced-perspective impossibility, patches of its scales shift between solid and starfield as if its body contains space, and smaller parasitic serpents coil along the main body feeding from it. Bright enough to read every detail clearly. As a Serpent/Eldritch creature it also shows a long limbless coiling serpentine body, overlapping belly scales, a flicking forked tongue; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a solid flat chroma-key magenta (255,0,255) background, just the creature and nothing else. In a natural combat-ready stance as if facing an opponent. Full body visible with generous margin on all sides, the creature fits entirely within the frame with clear space around it, nothing cropped at edges. Centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-089.png,Desert Plains,needs_art_revision,bg_approved,A,not_imported,legacy_gen_model (not gpt-image-2)
DFMC-090,OUROBOROS,3,Ouroboros,Serpent,Eldritch,,"Green (0,255,0)",Super Rare,68;79;91,Fishing,DFMC-089,,,10,3,9,4,A serpent of impossible length said to encircle the whole tower.,"Generated from the Stage 2 reference image: the final form evolution version of this creature on the same chroma green background, just the creature and nothing else. As a Serpent/Eldritch creature it also shows a long limbless coiling serpentine body, overlapping belly scales, a flicking forked tongue; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness.",codex/images/DFMC-090.png,Desert Plains,approved,bg_approved,A,not_imported,
DFMC-091,GLOOMGRUB,1,Larva,Insect,,,"Magenta (255,0,255)",Common,4;14;25,Outdoors,,DFMC-092,27,1,7,8,4,A fat larva that secretes acid when threatened.,"The infant first form of an acid-secreting larva: a very scary gross hatchling larva slithering HORIZONTALLY, its long low body stretched out sideways across the frame in a slithering S-curve, with NO mushroom cap, NO cap, dome or fungal growth of any kind on its head — a bare larval head with translucent maggot-white skin through which dark organs faintly pulse, a few beads of acid-yellow fluid seeping at the seams of its soft segments, blue-grey spiracle rings along its sides, a small puckered ring-mouth of hooked black mouthparts, and sparse bristle tufts — smaller, softer and simpler than its evolved form. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings. On a plain flat dark charcoal seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, the COMPLETE creature (every segment and bristle) fully inside the frame, nothing cut off at any edge, seen from a three-quarter angle, NOT looking at the camera. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-091.png,Swarm Thicket,pending,has_chroma,A,not_imported,
DFMC-092,GLOOMGRUB,2,Maggot,Insect,,,"Magenta (255,0,255)",Common,37;47;58,Fishing,DFMC-091,DFMC-093,57,1,7,8,4,A fat larva that secretes acid when threatened.,"A fat larva with translucent maggot-white skin through which dark organs visibly pulse. Acid-yellow fluid seeps from splitting seams along its sides, blue-grey spiracle rings line the segments, its mouth is a retracting ring of hooked black mouthparts, and its stubby legs come in an uneven, asymmetric count with sparse bristle tufts between them. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-092.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-093,GLOOMGRUB,3,Gloomgrub,Insect,,,"Magenta (255,0,255)",Common,71;81;92,Outdoors,DFMC-092,,,1,7,8,4,A fat larva that secretes acid when threatened.,"The colossal final form of an acid-secreting larva-line: a massive bloated grub-titan with a far LONGER stretched segmented body, its translucent maggot-white hide stretched over huge pulsing dark organs, deep splitting seams down its flanks weeping rivulets of acid-yellow fluid, heavy blue-grey spiracle rings like armored portholes along each swollen segment, its mouth a far BIGGER enormous gaping extended ring of layered hooked black mouthparts flexed wide open, MANY MORE uneven rows of stubby clawed legs and coarse bristle crowns between segments, and a pair of MUCH BIGGER broad translucent insect wings spread wide from its back — vast, heavy and horrifying. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings. On a plain flat dark charcoal seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, the COMPLETE creature (every segment, leg and mouthpart) fully inside the frame, nothing cut off at any edge, seen from a three-quarter angle, NOT looking at the camera. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-093.png,Swarm Thicket,pending,has_chroma,A,not_imported,
DFMC-094,THORNHUSK,1,Instar,Insect,Flora,,"Magenta (255,0,255)",Common,4;15;25,Outdoors,,DFMC-095,28,4,7,6,2,A beetle whose carapace mimics a thorned branch.,"Generated from the Stage 2 reference image: the infant version of this creature on the same chroma magenta background, just the creature and nothing else. As a Insect/Flora creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and living plant matter — bark, vines, leaves, blossoms or roots — growing as part of its body.",codex/images/DFMC-094.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-095,THORNHUSK,2,Thornshell,Insect,Flora,,"Magenta (255,0,255)",Common,37;48;58,Cave,DFMC-094,DFMC-096,58,4,7,6,2,A beetle whose carapace mimics a thorned branch.,"A large beetle whose bark-brown carapace perfectly mimics a broken thorned branch, every spike tipped in rust-red. Its antennae are indistinguishable from twigs, its legs are plated in flaking bark texture, the pale grey underside is spotted with lichen blooms, and when the wing cases part they show a startling raw-orange flash beneath. As a Insect/Flora creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and living plant matter — bark, vines, leaves, blossoms or roots — growing as part of its body. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-095.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-096,THORNHUSK,3,Thornhusk,Insect,Flora,,"Magenta (255,0,255)",Common,71;82;92,Cave,DFMC-095,,,4,7,6,2,A beetle whose carapace mimics a thorned branch.,"Generated from the Stage 2 reference image: the final form evolution version of this creature on the same chroma magenta background, just the creature and nothing else. As a Insect/Flora creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and living plant matter — bark, vines, leaves, blossoms or roots — growing as part of its body.",codex/images/DFMC-096.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-097,SPOREFLY,1,Ovum,Insect,Fungal,,"Magenta (255,0,255)",Common,5;15;25,Outdoors,,DFMC-098,29,3,3,6,8,A fly that carries infectious spores.,"The infant first stage of a spore-carrying fungal fly: a small young pale segmented grub-larva with tiny spore-nodules just forming along its body and a faint fuzz of fungus — small and menacing. As a Insect/Fungal creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings, clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-097.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-098,SPOREFLY,2,Sporeling,Insect,Fungal,,"Magenta (255,0,255)",Common,38;48;58,Cave,DFMC-097,DFMC-099,59,3,3,6,8,A fly that carries infectious spores.,"A heavy fly in dull olive-grey, its abdomen swollen by bloated orange spore sacs that dust everything beneath it. A filmy fungal growth clouds half of each compound eye, its proboscis branches into three feeding tips, and its smoky iridescent wings are ragged at the trailing edge, one visibly larger than the other. As a Insect/Fungal creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-098.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-099,SPOREFLY,3,Sporefly,Insect,Fungal,,"Magenta (255,0,255)",Common,72;82;92,Cave,DFMC-098,,,3,3,6,8,A fly that carries infectious spores.,"The colossal final form of a spore-carrying plague-fly: a large monstrous fly whose body erupts with fungal growths and bursting spore-sacs, tattered wings shedding clouds of infectious spores, big compound eyes — chitinous and fungal, deeply wrong. As a Insect/Fungal creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings, clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-099.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-100,ARACHNE,1,Spiderling,Insect,Horror,,"Magenta (255,0,255)",Uncommon,4;14;24,Outdoors,,DFMC-101,31,8,3,7,4,"A spider cursed with a humanoid torso, spinning paralytic silk.","The infant first stage of a cursed spider: a small young spider with the faint beginnings of an unnatural pale humanoid-like torso where its head should be, tiny needle legs, a few extra small eyes and wisps of silk — small and wrong. As a Insect/Horror creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and nightmarish disturbing features, exposed sinew and wrong proportions built to unsettle. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies the CENTER 70% of the frame, large and prominent, with clear empty background margins on all sides — the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-100.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-101,ARACHNE,2,Orbweaver,Insect,Horror,,"Magenta (255,0,255)",Uncommon,37;47;57,Fishing,DFMC-100,DFMC-102,64,8,3,7,4,"A spider cursed with a humanoid torso, spinning paralytic silk.","A great spider with glossy black legs banded bright red at every joint, deeply wrong: an ash-pale humanoid-like torso where a spider's head should be, the torso clearly inhuman with too many visible ribs and skin like stretched parchment; extra eyes stud the face, collarbones and chest in clusters; slender arms end in needle-thin fingers dripping paralytic silk with a wet sheen; a skull-like marking of white bone spreads across the bulbous abdomen; active silk lines trail from its spinnerets; two of its eight legs longer than the rest acting as sensory feelers. As a Insect creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-101.png,Swarm Thicket,approved,bg_approved,A,not_imported,
DFMC-102,ARACHNE,3,Arachne,Insect,Horror,,"Magenta (255,0,255)",Uncommon,71;81;91,Outdoors,DFMC-101,,,8,3,7,4,"A spider cursed with a humanoid torso, spinning paralytic silk.","The colossal final form of a cursed spider-horror: a huge spider with a fully-formed gaunt pale humanoid torso rising where its head should be, needle-fingered arms dripping paralytic silk, a bone-white skull-marking on a bulbous abdomen, eight banded legs and extra eyes clustered across the torso , far larger and more terrifying than its prior form — a true evolution: the pale torso fully formed and horridly elongated with a SECOND pair of needle-fingered arms, a diadem of extra eyes crowning the head, the bulbous abdomen armored in cracked bone plates with the skull-marking split open into a gaping bone maw, silk-wrapped cocoon bundles fused along its back — deeply wrong and predatory. As a Insect/Horror creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and nightmarish disturbing features, exposed sinew and wrong proportions built to unsettle. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies the CENTER 70% of the frame, large and prominent, with clear empty background margins on all sides — the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-102.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-103,CARNIFORA,1,Sundew,Flora,Parasite,,"Magenta (255,0,255)",Uncommon,4;14;24,Outdoors,,DFMC-104,32,2,8,8,3,A mobile carnivorous plant that walks on roots to feed.,"The infant first stage of a mobile carnivorous plant: a small young sprout walking on a few tan root-legs, a small immature maroon pitcher-head veined in cream with a bead of nectar, and a couple of tiny nascent flytrap pods on short tendril arms — a juvenile of the greater carnivore, menacing not cute. As a Flora/Parasite creature it also shows living plant matter — bark, vines, leaves, blossoms or roots — growing as part of its body, parasitic growths and burrowing organisms erupting from or clinging to its body. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-103.png,Swarm Thicket,needs_art_revision,bg_approved,A,not_imported,legacy_gen_model (not gpt-image-2)
DFMC-104,CARNIFORA,2,Flytrap,Flora,Parasite,,"Magenta (255,0,255)",Uncommon,37;47;57,Fishing,DFMC-103,DFMC-105,65,2,8,8,3,A mobile carnivorous plant that walks on roots to feed.,"A mobile carnivorous plant walking on a knot of tan root-legs, its head a deep maroon pitcher veined in cream and brimming with glistening nectar; rows of small flytrap pods line its two tendril arms, snapping independently; a sweet visible mist drifts from the pitcher's lip; and thorned whip-tendrils trail behind it like a train. As a Flora/Parasite creature it also shows living plant matter — bark, vines, leaves, blossoms or roots — growing as part of its body, parasitic growths and burrowing organisms erupting from or clinging to its body. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-104.png,Swarm Thicket,approved,crop_approved,A,not_imported,
DFMC-105,CARNIFORA,3,Carnifora,Flora,Parasite,,"Magenta (255,0,255)",Uncommon,71;81;91,Outdoors,DFMC-104,,,2,8,8,3,A mobile carnivorous plant that walks on roots to feed.,"The colossal FINAL form of a carnivorous plant-horror: a towering mobile carnivorous plant whose centerpiece is an ENORMOUS gaping pitcher-and-flytrap MAW brimming with glistening digestive ACID — a huge acid-filled plant mouth formed entirely of fleshy petals, veined leaves and vine-muscle and lined with interlocking thorn-teeth, dripping caustic sap; this acid maw is the dominant, much-larger feature. Thorned whip-tendrils and pitcher-limbs, a maroon-and-cream palette, luring nectar-mist. It is a PLANT, so the mouth reads as a pitcher/flytrap jaw, NOT an animal mouth. As a Flora/Parasite creature it also shows living plant matter — bark, vines, leaves, blossoms or roots — growing as part of its body, parasitic growths and burrowing organisms erupting from or clinging to its body. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-105.png,Swarm Thicket,approved,crop_approved,A,not_imported,
